id,name,description,user_id,street_address,city,state,zip,capacity,date,deadline
785,Livefish,"Dilation of R Int Carotid with 3 Intralum Dev, Open Approach",188,2 Browning Junction,Fort Worth,Texas,76121,11,2019-12-23 15:44:02,2019-11-13 15:44:19
786,Youopia,"Inspection of Right Metacarpocarpal Joint, External Approach",161,7 Colorado Point,Phoenix,Arizona,85040,98,2019-12-18 10:00:09,2019-11-21 20:54:34
787,Meembee,"Bypass L Kidney Pelvis to L Kid Pelv w Synth Sub, Open",800,9988 Harbort Trail,Mesa,Arizona,85215,39,2019-12-22 04:40:31,2019-10-28 13:07:21
788,Roodel,"Replacement of Left Cornea with Autol Sub, Extern Approach",339,4 Lawn Road,Alhambra,California,91841,94,2019-12-13 09:46:42,2019-11-20 17:57:37
789,Chatterpoint,"Replace of R Axilla Vein with Synth Sub, Perc Endo Approach",197,1039 Mcbride Avenue,Phoenix,Arizona,85025,84,2019-12-27 05:39:35,2019-11-25 09:44:19
790,Skyndu,"Change Other Device in R Low Extrem, Extern Approach",352,6 Kingsford Lane,Oklahoma City,Oklahoma,73197,10,2019-11-28 14:17:32,2019-11-18 02:58:28
791,Divape,"Release Left Ureter, Percutaneous Endoscopic Approach",521,0 Hazelcrest Trail,Houston,Texas,77240,75,2019-12-20 18:02:38,2019-11-16 14:05:06
792,Jayo,"Dilate R Ant Tib Art, Bifurc, w 4 Drug-elut, Perc",759,3262 Hollow Ridge Street,Albany,New York,12255,48,2019-12-11 16:13:03,2019-10-31 20:10:39
793,Fiveclub,"Bypass Esophagus to Ileum with Nonaut Sub, Endo",436,69992 Cottonwood Crossing,Minneapolis,Minnesota,55423,73,2019-12-09 08:32:32,2019-11-16 22:11:39
794,Thoughtmix,"Dilate L Post Tib Art w 2 Drug-elut, Perc Endo",88,50 Chinook Circle,Glendale,California,91210,61,2019-12-09 07:53:57,2019-11-18 00:56:39
795,Jayo,"Drainage of Right Ureter, Perc Endo Approach, Diagn",199,27 Menomonie Street,Chicago,Illinois,60697,55,2019-12-05 13:36:42,2019-11-26 05:10:36
796,Bubblemix,ROM & Jt Mobility Trmt Musculosk Up Back/UE w Orthosis,727,0105 Mockingbird Terrace,Saint Petersburg,Florida,33705,5,2019-12-16 02:17:24,2019-11-06 22:39:36
797,Pixoboo,"Inspection of Right Wrist Joint, Perc Endo Approach",621,987 Mifflin Point,Detroit,Michigan,48275,39,2019-12-22 08:15:19,2019-10-27 12:48:39
798,Quimba,"Extirpation of Matter from Sacral Nerve, Open Approach",933,7599 Towne Avenue,Carson City,Nevada,89714,3,2019-12-01 18:00:37,2019-11-12 11:52:13
799,Photospace,"Chiropractic Manipulation of Rib Cage, Indirect Visceral",41,9132 Harbort Trail,Washington,District of Columbia,20530,60,2019-12-04 15:07:19,2019-10-27 15:29:35
800,Buzzbean,"Excision of Hymen, Percutaneous Approach",266,9663 Holmberg Circle,Lancaster,Pennsylvania,17622,6,2019-12-04 10:11:24,2019-11-25 02:24:52
801,Rhynyx,"Revision of Synth Sub in Cervcal Vertebra, Perc Approach",613,2766 Sachs Place,Portland,Oregon,97229,28,2019-12-13 08:15:57,2019-11-26 04:37:02
802,Oyondu,"Dilation of 3 Cor Art with Intralum Dev, Perc Endo Approach",659,5204 Butterfield Lane,Washington,District of Columbia,20425,35,2019-12-22 10:16:16,2019-11-10 03:21:13
803,Wikivu,"Release Right Main Bronchus, Percutaneous Approach",241,5 Graedel Point,Lubbock,Texas,79452,53,2019-12-09 21:20:43,2019-11-06 00:44:09
804,Zoombeat,"Reattachment of Right Hip Bursa and Ligament, Open Approach",340,976 Morrow Park,North Las Vegas,Nevada,89036,29,2019-12-08 22:08:44,2019-11-01 06:08:13
805,Yombu,"Removal of Other Device from L Pleural Cav, Open Approach",219,290 Norway Maple Point,Beaumont,Texas,77705,60,2019-12-15 16:37:31,2019-11-23 13:03:18
806,Youopia,"Dilation of 4+ Cor Art with Intralum Dev, Open Approach",643,360 Hagan Lane,Saint Louis,Missouri,63104,4,2019-12-11 20:06:53,2019-11-02 09:03:49
807,Topicblab,Osteopathic Treatment of Up Extrem w Muscle Isometric,817,49 Vidon Parkway,Sacramento,California,95865,25,2019-12-22 12:51:22,2019-11-25 22:24:34
808,Photojam,Environment Barriers Assessment using Assist Equipment,82,3480 Welch Parkway,Aurora,Colorado,80045,30,2019-11-30 12:41:12,2019-11-19 02:17:07
809,Jetpulse,"Insertion of Ext Fix into R Femur Shaft, Perc Approach",317,917 Arapahoe Crossing,San Jose,California,95160,94,2019-12-26 06:54:14,2019-11-16 08:49:30
810,Skimia,"Transfuse Allo Unsp Hemat Stem Cell in Periph Vein, Open",433,4 Rutledge Parkway,Fort Lauderdale,Florida,33315,37,2019-12-18 08:34:17,2019-10-31 12:15:56
811,Plajo,"Drainage of Left Upper Lobe Bronchus, Open Approach, Diagn",491,6 Debra Circle,Anchorage,Alaska,99599,22,2019-12-26 16:14:49,2019-11-09 12:14:24
812,Roomm,"Transfer Right Neck Muscle, Percutaneous Endoscopic Approach",63,81 Gateway Lane,Fort Worth,Texas,76110,24,2019-12-02 01:02:40,2019-11-10 10:57:02
813,Blogtag,"Supplement R Int Carotid with Nonaut Sub, Open Approach",883,2 Lukken Parkway,Sacramento,California,95838,9,2019-12-08 12:38:41,2019-11-24 06:09:26
814,Wordify,Osteopathic Treatment of Up Extrem w Articulatory Raising,893,8485 Anhalt Road,Murfreesboro,Tennessee,37131,8,2019-12-08 10:45:19,2019-10-28 15:56:00
815,Skiptube,"Insertion of Monitor Dev into Spinal Canal, Open Approach",965,517 Memorial Crossing,Arvada,Colorado,80005,97,2019-11-28 06:40:53,2019-11-07 01:58:51
816,Linkbridge,"Drainage of Perineum Bursa/Lig with Drain Dev, Open Approach",777,32 Delladonna Street,Lakewood,Washington,98498,63,2019-12-23 22:22:46,2019-11-26 17:11:31
817,Edgeclub,"Destruction of Upper Tooth, All, Open Approach",320,73879 Westridge Park,Akron,Ohio,44321,54,2019-12-26 06:19:57,2019-11-07 16:15:17
818,Topicblab,Coord/Dexterity Treatment of Neuro Up Back/UE using Orthosis,404,17 Haas Drive,Roanoke,Virginia,24024,32,2019-12-15 14:59:20,2019-11-09 01:30:38
819,Linktype,"Supplement Upper Lip with Autol Sub, Perc Approach",895,9 Scofield Circle,Washington,District of Columbia,20420,94,2019-12-20 07:44:17,2019-11-10 16:25:19
820,Feedfish,"Replacement of L Frontal Bone with Synth Sub, Perc Approach",342,8 Forest Dale Point,Hot Springs National Park,Arkansas,71914,11,2019-12-11 01:15:29,2019-10-27 07:26:51
821,Voolith,Change Brace on Right Upper Extremity,846,101 Service Hill,Columbia,South Carolina,29215,68,2019-12-17 12:44:07,2019-11-19 00:23:37
822,Zoonoodle,Plain Radiography of Right Ureter,714,68738 Brown Terrace,San Antonio,Texas,78205,15,2019-12-23 11:03:47,2019-11-08 07:55:21
823,InnoZ,"Revision of Synthetic Substitute in Left Rib, Open Approach",344,45 Fallview Alley,Naples,Florida,34108,23,2019-12-06 23:50:03,2019-11-26 19:29:39
824,Photofeed,"CT Scan Port/Splanch Vein w H Osm Contrast, Unenh, Enhance",267,9 Lukken Street,Columbus,Georgia,31998,89,2019-12-03 06:38:54,2019-10-28 12:24:53
825,Jabbertype,"Drain of L Humeral Head with Drain Dev, Perc Endo Approach",380,3526 Acker Parkway,Rockford,Illinois,61105,21,2019-12-23 04:48:08,2019-11-10 09:26:15
826,Wikizz,"Removal of Nonaut Sub from Lymph, Perc Approach",601,77917 Northfield Trail,Boston,Massachusetts,02163,96,2019-11-28 00:51:57,2019-11-26 20:52:56
827,Blogspan,HDR Brachytherapy of Kidney using Oth Isotope,266,58891 Thompson Parkway,San Luis Obispo,California,93407,91,2019-12-24 21:27:47,2019-11-24 15:39:15
828,Buzzbean,"Occlusion Bi Fallopian Tube w Intralum Dev, Via Opening",726,44 Atwood Center,Saint Louis,Missouri,63169,16,2019-11-30 17:13:02,2019-11-22 01:48:24
829,Zazio,"Repair Left Metacarpophalangeal Joint, External Approach",706,173 Talmadge Park,Anderson,Indiana,46015,64,2019-12-17 15:32:44,2019-10-29 21:31:07
830,Devpoint,"Replace of Bladder Neck with Synth Sub, Perc Endo Approach",467,902 Goodland Trail,Portland,Oregon,97211,83,2019-12-09 12:42:12,2019-11-08 12:31:30
831,Mydeo,"Destruction of Left External Jugular Vein, Perc Approach",56,9867 Red Cloud Avenue,El Paso,Texas,79911,37,2019-12-24 16:12:32,2019-11-02 14:56:54
832,Skinte,"Restriction of Urethra with Extralum Dev, Perc Approach",344,7 Anderson Street,Lincoln,Nebraska,68583,26,2019-12-26 22:19:58,2019-11-08 03:31:40
833,Thoughtbridge,Stereotactic Other Photon Radiosurgery of Duodenum,93,8 Novick Hill,Fairfield,Connecticut,06825,22,2019-12-16 12:48:52,2019-11-04 01:19:19
834,Realmix,LDR Brachytherapy of Hard Palate using Cesium 137,836,3277 Sullivan Alley,Harrisburg,Pennsylvania,17121,43,2019-12-10 00:48:48,2019-11-23 08:00:30
835,Tagopia,"Reposition Right Acetabulum, Open Approach",3,02 Ohio Point,Fort Lauderdale,Florida,33305,30,2019-11-29 16:45:50,2019-11-10 21:37:54
836,Riffpedia,"Revision of Int Fix in Sacrum, Perc Approach",162,0 Heffernan Point,Las Vegas,Nevada,89120,82,2019-11-29 00:12:33,2019-11-23 02:49:45
837,Agivu,"Reattachment of Bilateral Testes, Open Approach",483,62 Larry Trail,New York City,New York,10184,66,2019-12-02 13:36:07,2019-11-11 15:38:27
838,Gevee,"Reposition Thoracic Vertebra with Int Fix, Open Approach",674,7 American Road,Hamilton,Ohio,45020,40,2019-12-02 15:28:04,2019-11-10 14:50:28
839,Photolist,"Removal of Int Fix from L Tarsal, Perc Approach",248,51589 Claremont Place,Chicago,Illinois,60686,80,2019-12-21 07:59:52,2019-10-29 21:34:54
840,Thoughtstorm,"Repair Right Knee Tendon, Percutaneous Approach",731,60799 Sunnyside Plaza,Jacksonville,Florida,32215,29,2019-12-04 10:27:46,2019-11-13 04:10:32
841,Gabcube,"Reposition Sacral Plexus, Percutaneous Approach",350,8 Scoville Terrace,Pittsburgh,Pennsylvania,15279,54,2019-12-04 03:27:39,2019-11-01 00:30:34
842,InnoZ,"Dilation of Hemiazygos Vein with Intralum Dev, Open Approach",51,0406 Dexter Plaza,Carol Stream,Illinois,60158,51,2019-12-24 10:39:07,2019-11-20 02:28:20
843,Skyba,"Drainage of L Seminal Vesicle with Drain Dev, Perc Approach",409,4 Cordelia Alley,Harrisburg,Pennsylvania,17105,5,2019-12-07 09:06:47,2019-11-02 09:17:41
844,Twinte,"Fusion 2-6 C Jt w Intbd Fus Dev, Post Appr P Col, Perc",341,09417 Lunder Circle,Houston,Texas,77045,72,2019-11-30 22:32:25,2019-11-01 12:08:14
845,Blogtag,"Removal of Synthetic Substitute from R Breast, Via Opening",502,60900 4th Point,Kansas City,Missouri,64109,42,2019-12-01 02:12:21,2019-11-21 17:32:50
846,Quimba,"Revision of Extraluminal Device in Uterus and Cervix, Endo",693,660 Kim Court,Atlanta,Georgia,30316,67,2019-12-11 19:32:45,2019-10-30 14:21:20
847,Kwinu,"Excision of Right Toe Phalangeal Joint, Perc Approach, Diagn",642,3 Lunder Plaza,Winston Salem,North Carolina,27110,39,2019-12-12 07:59:34,2019-11-22 00:13:29
848,Thoughtsphere,"Transfer Optic Nerve to Glossophar Nrv, Perc Endo Approach",967,3 Kim Avenue,Louisville,Kentucky,40225,7,2019-12-17 17:00:01,2019-11-11 06:12:42
849,Skipfire,"Reposition Left Trunk Bursa and Ligament, Perc Endo Approach",135,3 Carberry Parkway,Terre Haute,Indiana,47805,8,2019-12-02 14:25:08,2019-10-29 01:12:43
850,Zoomdog,"Drainage of L Retinal Vessel with Drain Dev, Perc Approach",828,78844 Clemons Drive,Baton Rouge,Louisiana,70826,40,2019-12-11 21:03:36,2019-11-12 16:25:27
851,Innotype,"Replace of Tricusp Valve with Zooplastic, Perc Endo Approach",773,251 Blaine Avenue,Santa Fe,New Mexico,87592,43,2019-12-01 10:31:36,2019-10-31 03:36:19
852,Twitterworks,"Reposition Lower Tooth, Sing, with Ext Fix, Extern Approach",802,494 Pawling Way,El Paso,Texas,88589,37,2019-12-23 05:38:01,2019-11-14 19:24:51
853,Tagchat,"Removal of Radioact Elem from R Up Extrem, Extern Approach",48,4291 Stone Corner Point,Phoenix,Arizona,85067,80,2019-12-08 01:49:02,2019-11-17 10:09:46
854,Skiba,"Transfer Abducens Nerve to Facial Nerve, Perc Endo Approach",55,8 Vera Center,Montgomery,Alabama,36104,77,2019-12-08 23:23:53,2019-11-04 04:04:08
855,Eabox,"Repair Left Middle Finger, External Approach",977,599 Division Parkway,Washington,District of Columbia,20067,79,2019-12-23 18:30:51,2019-11-25 03:30:08
856,Meemm,"Repair Lower Artery, Open Approach",852,4148 Glacier Hill Way,Chula Vista,California,91913,45,2019-12-26 19:19:31,2019-10-31 09:58:49
857,Avamba,"Dilate Gastric Art, Bifurc, w Intralum Dev, Perc",651,69360 Fordem Place,Lake Charles,Louisiana,70607,26,2019-12-15 20:12:11,2019-11-10 19:39:53
858,Centidel,"Abortion of Products of Conception, Laminaria, Via Opening",561,15467 Waxwing Circle,Paterson,New Jersey,07522,7,2019-11-28 12:36:29,2019-10-31 08:42:50
859,Fliptune,"Removal of Spacer from Right Carpal Joint, Open Approach",905,76 Knutson Center,Omaha,Nebraska,68134,99,2019-12-10 14:36:10,2019-11-11 02:49:38
860,Twitterbridge,"Supplement Nasopharynx with Autol Sub, Via Opening",751,328 Stoughton Avenue,Norfolk,Virginia,23514,21,2019-12-02 20:52:48,2019-11-12 03:45:53
861,Eayo,"Transfer Facial Nerve to Trigeminal Nerve, Open Approach",580,3378 Spenser Trail,Peoria,Illinois,61629,34,2019-11-29 14:40:38,2019-11-17 06:40:32
862,Bubbletube,"Supplement Coccyx with Autol Sub, Perc Approach",484,69273 Arizona Circle,Baton Rouge,Louisiana,70810,12,2019-12-20 09:13:51,2019-11-06 01:57:31
863,Youspan,"Revision of Spacer in R Metacarpophal Jt, Extern Approach",601,394 Raven Hill,Buffalo,New York,14215,11,2019-12-15 16:36:07,2019-11-26 03:55:11
864,Topiczoom,"Bypass Abd Aorta to B Int Ilia with Synth Sub, Open Approach",152,5 Grasskamp Road,Humble,Texas,77346,59,2019-12-18 04:56:17,2019-10-27 07:22:42
865,Skinix,"Destruction of Left Subclavian Artery, Perc Endo Approach",542,060 Summer Ridge Circle,Fort Worth,Texas,76110,99,2019-11-30 01:32:00,2019-11-12 09:22:36
866,Thoughtbeat,"Destruction of Head Lymphatic, Perc Endo Approach",673,8 Farmco Place,Saint Louis,Missouri,63196,28,2019-11-29 04:54:26,2019-11-23 23:22:20
867,Mynte,Non-inv Instrument Status Assess w Voice Analysis Equip,812,25 Leroy Terrace,Torrance,California,90510,1,2019-12-15 20:47:18,2019-11-18 13:05:10
868,Thoughtsphere,Contact Radiation of Maxilla,214,1254 Emmet Plaza,Chico,California,95973,41,2019-12-21 01:15:28,2019-10-30 07:59:46
869,Livetube,"Bypass L Com Iliac Art to L Int Ilia w Autol Vn, Perc Endo",775,62 Marquette Avenue,Kansas City,Missouri,64130,48,2019-12-17 12:46:33,2019-11-21 04:47:03
870,Skivee,"Bypass Gastric Vein to Low Vein w Nonaut Sub, Perc Endo",322,47305 Sullivan Pass,Manassas,Virginia,22111,49,2019-12-19 00:10:04,2019-11-08 18:08:37
871,Katz,LDR Brachytherapy of Trachea using Californium 252,926,6 Eggendart Terrace,San Antonio,Texas,78265,100,2019-12-14 02:06:12,2019-11-15 09:02:13
872,Realbuzz,"Transfuse Nonaut Serum Albumin in Periph Vein, Open",930,11 Holy Cross Way,Hialeah,Florida,33018,31,2019-12-11 17:45:15,2019-11-23 06:40:44
873,Wordify,"Dilation of Bladder, Open Approach",15,1 Pierstorff Way,Nashville,Tennessee,37250,27,2019-12-18 04:25:13,2019-11-03 02:15:20
874,Jabbercube,"Replace of R Femor Vein with Nonaut Sub, Perc Endo Approach",835,4619 Columbus Circle,Peoria,Illinois,61651,59,2019-12-22 02:51:28,2019-11-01 09:23:07
875,Mita,"Removal of Synthetic Substitute from Brain, Open Approach",536,358 Sullivan Crossing,Maple Plain,Minnesota,55579,29,2019-12-23 17:12:29,2019-10-30 06:40:11
876,Kayveo,"Dilate Celiac Art, Bifurc, w Drug-elut Intra, Perc Endo",320,79591 Main Point,Orlando,Florida,32835,50,2019-11-28 23:13:51,2019-10-28 03:19:37
877,Lazz,"Revision of Synthetic Substitute in Lg Intest, Open Approach",32,7 Del Mar Lane,Shawnee Mission,Kansas,66286,23,2019-12-17 00:02:55,2019-11-24 20:51:24
878,Quatz,"Bypass Innominate Artery to Bi Up Arm Art, Open Approach",591,63 Westend Court,Wilkes Barre,Pennsylvania,18706,58,2019-12-01 03:00:47,2019-10-31 14:15:11
879,Jaxbean,"Removal of Drainage Device from Lumsac Jt, Extern Approach",147,1 Summer Ridge Avenue,El Paso,Texas,79999,99,2019-12-24 06:20:08,2019-11-21 09:15:01
880,Oyoyo,"Replace of Esophageal Vein with Nonaut Sub, Open Approach",352,284 Atwood Park,Denver,Colorado,80249,86,2019-12-26 17:11:49,2019-11-16 14:15:48
881,Dabshots,"Extirpation of Matter from Peritoneum, Perc Endo Approach",801,38 Packers Alley,Palo Alto,California,94302,1,2019-12-23 01:02:55,2019-11-12 12:26:29
882,Mynte,"Restrict of Hemiazygos Vein with Extralum Dev, Open Approach",93,46883 South Point,Peoria,Illinois,61605,44,2019-12-10 01:22:35,2019-11-21 08:59:18
883,InnoZ,"Destruction of R Abd Bursa/Lig, Perc Approach",446,63933 Londonderry Circle,Bakersfield,California,93305,36,2019-12-19 11:38:58,2019-11-08 03:02:25
884,Zoombox,"Removal of Radioact Elem from Mediastinum, Extern Approach",80,6 Mallory Alley,Savannah,Georgia,31416,74,2019-12-26 19:18:29,2019-11-26 16:56:45
885,Twitterbridge,"Inspection of Cervical Vertebral Disc, External Approach",975,657 Commercial Crossing,Seattle,Washington,98140,5,2019-12-12 15:48:49,2019-11-03 18:09:12
886,Rooxo,"Insertion of Other Device into Lower Back, Open Approach",919,219 Sunbrook Court,Whittier,California,90605,73,2019-12-03 16:06:30,2019-11-16 09:34:45
887,Oloo,"Supplement L Abd Tendon with Nonaut Sub, Perc Endo Approach",837,3 Algoma Drive,El Paso,Texas,88563,77,2019-12-25 03:20:27,2019-11-20 23:51:13
888,Lajo,"Excision of Greater Omentum, Perc Endo Approach",651,74455 Dryden Court,San Antonio,Texas,78215,21,2019-12-26 01:35:40,2019-11-07 11:55:15
889,Vitz,"Dilation of L Renal Art with 2 Drug-elut, Perc Endo Approach",924,385 Northridge Road,Huntington,West Virginia,25721,25,2019-12-17 05:58:00,2019-10-27 15:00:07
890,Rhyloo,"Insert of Int Fix into R Sternoclav Jt, Perc Endo Approach",420,2 American Trail,Huntsville,Texas,77343,15,2019-12-25 08:36:28,2019-11-07 00:14:42
891,Tagfeed,"Removal of Infusion Device from Pancreat Duct, Open Approach",728,286 Twin Pines Circle,Tulsa,Oklahoma,74133,69,2019-12-08 16:33:52,2019-11-12 10:15:20
892,Rhynoodle,"Bypass L Ext Iliac Art to L Femor A w Synth Sub, Open",898,27999 Elgar Alley,Corpus Christi,Texas,78410,98,2019-12-27 03:53:25,2019-11-23 21:35:49
893,Flipbug,Beam Radiation of Cervix using Photons 1 - 10 MeV,382,703 Alpine Trail,Sioux City,Iowa,51105,85,2019-12-27 18:03:00,2019-10-29 21:07:59
894,Skyba,"Occlusion of R Innom Vein with Extralum Dev, Open Approach",391,8735 Merry Plaza,Edmond,Oklahoma,73034,45,2019-12-07 01:39:44,2019-11-03 04:54:27
895,Thoughtworks,Traction of Left Lower Leg using Traction Apparatus,461,5694 Oneill Point,Oakland,California,94611,33,2019-11-30 19:32:14,2019-11-10 04:42:29
896,Avaveo,"Removal of Synthetic Substitute from Brain, Open Approach",713,69 Thackeray Road,Chesapeake,Virginia,23324,6,2019-12-07 01:10:45,2019-11-23 05:49:42
897,Oyoloo,"Revision of Autol Sub in Brain, Open Approach",474,48 International Junction,Louisville,Kentucky,40293,99,2019-12-05 07:54:53,2019-10-29 09:52:52
898,Eimbee,"Bypass Esophag to Duoden with Autol Sub, Perc Endo Approach",433,1 Upham Plaza,Tucson,Arizona,85725,87,2019-12-06 21:20:51,2019-11-17 07:47:28
899,Thoughtmix,"Bypass Left Ventricle to Coronary Circulation, Open Approach",320,280 Cambridge Road,Cleveland,Ohio,44125,66,2019-12-22 10:30:59,2019-11-22 05:42:00
900,Zoonoodle,"Repair Pineal Body, Percutaneous Endoscopic Approach",24,89 Grasskamp Pass,Jamaica,New York,11431,49,2019-12-01 22:34:10,2019-10-28 16:11:27
901,Vipe,"Drainage of Left Pleura, Open Approach",320,09144 Independence Plaza,Saint Cloud,Minnesota,56398,96,2019-12-20 16:21:37,2019-11-21 01:51:10
902,Digitube,"Fusion of Left Tarsal Joint with Int Fix, Perc Endo Approach",450,84 Brown Circle,Oakland,California,94660,34,2019-11-30 10:39:10,2019-11-21 14:06:58
903,Tagcat,"Excision of Right Pulmonary Vein, Perc Approach, Diagn",376,03121 Packers Parkway,Boston,Massachusetts,02114,60,2019-11-29 15:53:44,2019-11-11 01:24:32
904,Youtags,"Drainage of Left Abdomen Bursa and Ligament, Open Approach",175,4 Aberg Lane,Beaumont,Texas,77705,86,2019-12-03 10:01:14,2019-10-30 05:18:30
905,Babbleblab,"Repair Bilateral Breast, External Approach",326,28 Larry Parkway,New York City,New York,10105,49,2019-12-14 16:44:57,2019-11-08 01:59:19
906,Quatz,"Revision of Autol Sub in T-lum Disc, Open Approach",424,40 Texas Place,Atlanta,Georgia,30336,42,2019-12-21 04:10:38,2019-11-12 21:56:40
907,Izio,"Supplement L Metatarsal with Nonaut Sub, Perc Endo Approach",361,74 Melby Crossing,Boulder,Colorado,80310,50,2019-12-07 00:19:02,2019-10-30 06:18:40
908,Mynte,"Alteration of R Ankle with Autol Sub, Perc Approach",886,9270 Loftsgordon Place,San Diego,California,92127,71,2019-12-01 01:30:11,2019-11-24 01:26:55
909,Jaxspan,"Reposition Left Zygomatic Bone with Int Fix, Open Approach",782,57 Hazelcrest Park,Mountain View,California,94042,21,2019-11-29 03:59:12,2019-11-08 17:24:37
910,Edgewire,"Supplement Common Bile Duct with Nonaut Sub, Perc Approach",820,4914 Summer Ridge Place,Clearwater,Florida,34629,21,2019-12-04 14:09:57,2019-11-03 14:52:44
911,Brainsphere,"Extirpate matter from Perineum Bursa/Lig, Perc Endo",971,475 Russell Avenue,Sterling,Virginia,20167,23,2019-12-19 02:22:42,2019-11-07 22:58:40
912,Fliptune,"Dilation of Larynx, Endo",248,4 Arkansas Plaza,Bakersfield,California,93399,100,2019-12-13 14:32:49,2019-11-19 13:13:45
913,InnoZ,"Restrict of R Kidney Pelvis with Intralum Dev, Via Opening",989,2 Springview Drive,Jacksonville,Florida,32215,15,2019-12-25 05:57:55,2019-11-03 06:39:34
914,Tavu,"Supplement Right Tarsal with Nonaut Sub, Perc Endo Approach",914,6 Northview Terrace,Lancaster,Pennsylvania,17622,98,2019-12-24 03:56:29,2019-10-29 08:55:08
915,Twinte,"Dilate of Abd Aorta, Bifurc, with 2 Drug-elut, Open Approach",201,26 Claremont Park,Atlanta,Georgia,31190,98,2019-12-17 19:35:23,2019-11-18 17:23:45
916,Jaxnation,"Supplement R Shoulder Muscle with Nonaut Sub, Open Approach",770,07044 Stephen Hill,Kansas City,Missouri,64190,63,2019-12-27 12:00:46,2019-10-28 20:01:19
917,Wikido,"Division of Left Fibula, Open Approach",430,45448 Waxwing Center,Dallas,Texas,75323,38,2019-11-29 20:35:51,2019-11-20 03:54:48
918,Skidoo,"Restrict of R Int Carotid with Intralum Dev, Perc Approach",138,597 Memorial Parkway,Lees Summit,Missouri,64082,94,2019-12-19 09:54:53,2019-10-28 10:17:34
919,Jayo,"Resection of Left Spermatic Cord, Perc Endo Approach",99,644 Arizona Circle,Roanoke,Virginia,24048,54,2019-12-04 00:14:18,2019-11-14 05:32:48
920,Jabbersphere,"Removal of Ext Fix from R Metacarpophal Jt, Extern Approach",602,29114 Bluejay Park,Hartford,Connecticut,06120,3,2019-12-21 11:47:53,2019-11-09 07:16:14
921,Babblestorm,"Dilate R Int Carotid, Bifurc, w 2 Drug-elut, Perc Endo",365,84 Troy Road,Lexington,Kentucky,40510,18,2019-12-06 16:47:28,2019-11-15 03:23:46
922,Twinte,"Destruction of Left Subclavian Vein, Percutaneous Approach",224,46435 Nevada Crossing,Indianapolis,Indiana,46207,61,2019-12-19 20:57:59,2019-11-01 20:41:10
923,Fivebridge,"Supplement Right Fibula with Nonaut Sub, Perc Approach",935,1 7th Trail,White Plains,New York,10606,58,2019-12-19 06:28:22,2019-11-18 23:33:58
924,Ozu,"Occlusion of Vagina, Endo",85,00 Valley Edge Trail,Huntsville,Alabama,35895,12,2019-12-16 14:00:54,2019-11-03 17:40:38
925,Tagfeed,LDR Brachytherapy of Spleen using Iridium 192,304,7541 Vermont Hill,Minneapolis,Minnesota,55446,93,2019-12-20 05:17:18,2019-11-04 09:04:41
926,Oyonder,"Excision of Thoracic Vertebral Disc, Open Approach",251,6 Veith Drive,Richmond,Virginia,23260,95,2019-12-22 13:19:08,2019-11-23 02:14:38
927,Katz,"Supplement R Ring Finger with Nonaut Sub, Perc Endo Approach",461,7 Burning Wood Road,Tucson,Arizona,85720,67,2019-12-02 15:50:19,2019-11-20 22:37:34
928,Ailane,"Drainage of Right Trunk Tendon with Drain Dev, Perc Approach",63,03244 Mitchell Road,London,Kentucky,40745,90,2019-12-17 19:53:55,2019-10-31 05:23:05
929,Shufflebeat,"Drainage of C-thor Jt with Drain Dev, Open Approach",37,20 Mosinee Avenue,Harrisburg,Pennsylvania,17105,88,2019-12-05 07:52:48,2019-11-12 21:36:19
930,Skipfire,"Repair Left Common Iliac Artery, Open Approach",292,629 Randy Crossing,Huntsville,Texas,77343,89,2019-12-20 19:03:47,2019-11-02 23:13:26
931,Realcube,"Destruction of Cervical Spinal Cord, Percutaneous Approach",946,1 Browning Parkway,Vero Beach,Florida,32964,11,2019-11-30 04:27:08,2019-11-25 22:16:08
932,Blogspan,"Dilate R Popl Art, Bifurc, w 2 Drug-elut, Perc Endo",273,56 Forest Dale Crossing,Seattle,Washington,98148,56,2019-12-15 20:49:55,2019-10-29 10:53:53
933,Camido,"Drainage of Duodenum, Percutaneous Approach",112,0674 Derek Road,San Antonio,Texas,78245,29,2019-12-10 08:23:52,2019-11-20 06:41:25
934,Divanoodle,"Change Other Device in Larynx, External Approach",877,17 Rutledge Parkway,Kansas City,Kansas,66112,7,2019-11-28 17:37:34,2019-11-26 16:04:55
935,Skajo,"Removal of Autol Sub from L Pelvic Bone, Perc Approach",725,580 Green Ridge Point,Columbia,South Carolina,29225,62,2019-12-26 13:21:10,2019-11-21 07:13:01
936,Skipstorm,"Supplement R Subclav Art with Nonaut Sub, Perc Approach",980,006 Scoville Point,New York City,New York,10039,3,2019-12-20 09:17:18,2019-10-29 20:31:40
937,Leenti,"Revision of Nonaut Sub in Trachea, Via Opening",406,2493 Twin Pines Point,Meridian,Mississippi,39305,63,2019-12-21 06:57:46,2019-11-11 03:40:01
938,Avamba,"Dilate R Com Iliac Art w Intralum Dev, Perc Endo",780,889 Haas Drive,Aiken,South Carolina,29805,38,2019-12-25 07:51:59,2019-11-11 02:37:08
939,Kwimbee,"Destruction of Pancreas, Open Approach",251,16762 Lakewood Street,New Hyde Park,New York,11044,7,2019-12-24 18:57:28,2019-11-05 06:25:22
